City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
457,Mariental,NA,-24.6333,17.9667,87.96,31,54,5.19,broken clouds
458,Wynyard,AU,-41.0,145.7167,55.98,79,4,9.15,clear sky
459,Fortuna,US,40.5982,-124.1573,56.08,76,0,10.36,clear sky
460,Dudinka,RU,69.4058,86.1778,-10.64,89,44,17.2,scattered clouds
461,Goundam,ML,16.4145,-3.6708,87.69,5,9,13.98,clear sky
462,Togur,RU,58.3631,82.8265,-19.61,100,42,3.83,scattered clouds
463,Borovoy,RU,55.4333,86.0833,-2.92,65,0,8.95,clear sky
464,Guilin,CN,25.2819,110.2864,41.11,91,100,4.34,overcast clouds
465,Mizdah,LY,31.4451,12.9801,52.32,52,7,8.59,clear sky
466,Fetsund,NO,59.929,11.1625,37.26,77,37,3.33,scattered clouds
467,Suixi,CN,33.8907,116.7747,39.6,73,100,4.54,light rain
468,Coquimbo,CL,-29.9533,-71.3436,65.93,82,100,8.05,overcast clouds
469,Santa Fe,AR,-31.6333,-60.7,94.01,27,42,5.99,scattered clouds
470,Mbandaka,CD,0.0487,18.2603,85.75,30,55,3.0,broken clouds
471,Ust-Ishim,RU,57.6935,71.1665,-5.64,98,9,5.01,clear sky
472,Abu Dhabi,AE,24.4667,54.3667,69.91,80,0,6.91,clear sky
473,Sadovyy,RU,53.3,34.3333,34.36,75,97,8.95,overcast clouds
474,Outjo,NA,-20.1167,16.15,66.36,79,93,6.22,moderate rain
475,Yumen,CN,40.2833,97.2,23.86,44,64,8.05,broken clouds
476,Asfi,MA,32.2994,-9.2372,65.21,61,29,11.01,scattered clouds
477,Ilhabela,BR,-23.7781,-45.3581,78.75,69,77,6.06,broken clouds
478,Guaranda,EC,-1.6,-79.0,68.31,94,100,7.56,light rain
479,Bibbiena,IT,43.6965,11.8135,51.66,78,0,3.96,clear sky
480,Garowe,SO,8.4054,48.4845,74.84,34,1,20.65,clear sky
481,Ewa Beach,US,21.3156,-158.0072,70.68,83,100,3.44,overcast clouds
482,Floriano,BR,-6.7669,-43.0225,88.66,54,71,4.38,light rain
483,Aleksandrovskiy Zavod,RU,50.9237,117.9374,-14.39,100,99,3.6,overcast clouds
484,Bud,US,39.447,-86.1758,38.12,76,7,12.75,clear sky
485,Payakumbuh,ID,-0.2202,100.6308,67.42,86,100,1.83,overcast clouds
486,Puerto Maldonado,PE,-12.6,-69.1833,91.8,52,40,5.75,scattered clouds
487,Tura,IN,25.5198,90.2201,57.76,87,36,2.42,scattered clouds
488,Polunochnoye,RU,60.8697,60.4153,13.37,94,100,10.54,overcast clouds
489,Meulaboh,ID,4.1363,96.1285,75.92,84,99,4.52,overcast clouds
490,Adra,ES,36.7496,-3.0206,67.82,73,3,1.81,clear sky
491,Conceicao Do Araguaia,BR,-8.2578,-49.2647,83.14,74,95,2.75,overcast clouds
492,Shache,CN,38.4167,77.2406,36.68,34,30,6.67,scattered clouds
493,Ranfurly,NZ,-45.1333,170.1,54.64,92,0,2.39,clear sky
494,Aswan,EG,24.0934,32.907,65.5,24,0,9.22,clear sky
495,Burnie,AU,-41.0667,145.9167,54.95,80,5,8.61,clear sky
496,Carlisle,US,40.2015,-77.1889,52.32,43,24,21.0,few clouds
497,Tezu,IN,27.9167,96.1667,56.39,72,68,3.49,broken clouds
498,Pitimbu,BR,-7.4706,-34.8086,88.39,55,32,11.36,scattered clouds
499,Bosaso,SO,11.2842,49.1816,75.15,60,97,11.3,overcast clouds
500,Talcahuano,CL,-36.7167,-73.1167,69.48,49,0,11.5,clear sky
501,Lodja,CD,-3.4833,23.4333,74.95,80,46,2.68,scattered clouds
502,Augustow,PL,53.8432,22.9798,39.07,89,100,5.14,overcast clouds
503,Swan Hill,AU,-35.3378,143.5544,60.24,64,0,12.97,clear sky
504,Balakovo,RU,52.0278,47.8007,27.21,90,100,8.84,overcast clouds
505,Sechura,PE,-5.5569,-80.8222,76.39,58,93,3.67,overcast clouds
506,San Alberto,CO,7.7611,-73.3922,85.39,70,62,4.16,broken clouds
507,Kununurra,AU,-15.7667,128.7333,78.78,94,57,2.3,broken clouds
508,Lagos,NG,6.5833,3.75,91.72,65,3,9.69,clear sky
509,Riachao Das Neves,BR,-11.7461,-44.91,87.87,49,87,2.84,overcast clouds
510,Biak,ID,-0.9131,122.8766,75.99,84,38,3.29,scattered clouds
511,Sobolevo,RU,54.4299,31.8996,33.01,80,100,13.0,overcast clouds
512,Williams Lake,CA,52.1415,-122.1445,38.77,98,100,3.44,overcast clouds
513,Sabla,NG,12.7525,4.7077,91.38,7,55,10.33,broken clouds
514,Ornskoldsvik,SE,63.2909,18.7153,32.95,80,13,19.57,few clouds
515,Danville,US,36.586,-79.395,63.52,35,3,11.01,clear sky
516,Tarauaca,BR,-8.1614,-70.7656,80.37,71,96,4.0,overcast clouds
517,Basco,PH,20.4487,121.9702,74.57,80,68,21.09,broken clouds
518,Hay River,CA,60.8156,-115.7999,-13.02,77,20,5.75,few clouds
519,Sola,VU,-13.8833,167.55,82.4,76,100,21.74,overcast clouds
520,Rio Grande,BR,-32.035,-52.0986,84.31,58,12,13.35,few clouds
521,Oriximina,BR,-1.7656,-55.8661,82.04,80,65,1.43,broken clouds
522,Saint-Francois,FR,46.4154,3.9054,51.24,70,0,2.3,clear sky
523,Algiers,DZ,36.7525,3.042,57.02,77,20,6.91,few clouds
524,Dharchula,IN,29.85,80.5333,45.01,61,65,5.61,broken clouds
525,Talnakh,RU,69.4865,88.3972,-11.85,95,93,11.03,overcast clouds
526,Karacabey,TR,40.2152,28.4038,39.99,81,6,3.85,clear sky
527,Kanniyakumari,IN,8.0833,77.5667,78.08,75,82,8.34,light rain
528,Baltiysk,RU,54.6538,19.911,39.18,85,100,9.37,light rain
529,Flinders,AU,-34.5833,150.8552,70.18,87,97,8.01,overcast clouds
530,Tahta,EG,26.7693,31.5021,59.32,38,2,9.64,clear sky
531,Pozo Colorado,PY,-23.4923,-58.7972,100.04,15,0,6.67,clear sky
532,Shwebo,MM,22.5667,95.7,66.13,38,1,4.09,clear sky
533,Saint-Joseph,RE,-21.3667,55.6167,77.38,81,30,6.26,scattered clouds
534,Mian Channun,PK,30.44,72.3543,57.07,36,0,7.09,clear sky
535,Takoradi,GH,4.8845,-1.7554,82.31,74,2,10.83,clear sky
536,Krasnoturansk,RU,54.3186,91.5639,-24.81,100,38,1.45,scattered clouds
537,Ugoofaaru,MV,5.6667,73.0,81.57,74,88,10.6,overcast clouds
538,Imeni Poliny Osipenko,RU,52.4201,136.4853,0.84,98,100,1.19,overcast clouds
539,Ekhabi,RU,53.5102,142.9671,19.6,96,100,4.43,light snow
540,Aktau,KZ,43.65,51.2,37.98,80,100,20.85,overcast clouds
541,Ngunguru,NZ,-35.6167,174.5,74.16,96,98,10.71,overcast clouds
542,Havre-Saint-Pierre,CA,50.2334,-63.5986,30.79,93,100,8.05,overcast clouds
543,Caravelas,BR,-17.7125,-39.2481,86.23,57,25,11.16,scattered clouds
544,Imbituba,BR,-28.24,-48.6703,82.29,64,6,14.54,clear sky
545,Bihoro,JP,43.8228,144.1044,15.67,94,91,4.43,overcast clouds
546,Berdigestyakh,RU,62.0989,126.6992,-34.98,100,46,1.39,scattered clouds
547,Verkhnyaya Inta,RU,65.9811,60.3094,15.01,76,100,12.77,overcast clouds
548,Beshpagir,RU,45.0217,42.3808,33.22,66,100,13.96,overcast clouds
549,Shenjiamen,CN,29.9576,122.298,44.78,71,92,7.11,light rain
550,At-Bashi,KG,41.1702,75.8106,5.81,93,99,1.68,overcast clouds
551,Naze,JP,28.3667,129.4833,55.54,67,79,11.41,broken clouds
552,Krivosheino,RU,57.3431,83.9261,-13.74,100,29,4.18,scattered clouds
553,Mujiayingzi,CN,42.1167,118.7833,22.12,55,10,6.24,clear sky
554,Vila,PT,42.0304,-8.1588,54.73,67,100,3.51,overcast clouds
555,Esil,KZ,51.9556,66.4042,4.6,91,17,11.7,few clouds
556,Calama,CL,-22.4667,-68.9333,70.77,20,0,17.6,clear sky
557,Gwadar,PK,25.1216,62.3254,71.4,56,0,9.95,clear sky
558,Copiapo,CL,-27.3667,-70.3333,79.23,42,15,9.53,few clouds
559,Monte Alegre De Sergipe,BR,-10.0272,-37.5622,95.38,28,88,1.99,overcast clouds
560,Aketi,CD,2.7388,23.7833,86.41,23,99,2.95,overcast clouds
561,Dunedin,NZ,-45.8742,170.5036,58.68,95,97,3.87,overcast clouds
562,Sumbawanga,TZ,-7.9667,31.6167,59.05,96,98,2.66,light rain
563,Bilibino,RU,68.0546,166.4372,-42.48,100,70,1.12,broken clouds
564,Tanout,NE,14.9709,8.8879,77.4,6,17,11.72,few clouds
565,Leh,IN,34.1667,77.5833,-3.19,90,100,1.03,overcast clouds
566,Westlock,CA,54.1502,-113.8688,45.36,77,77,21.59,broken clouds
567,Irbeyskoye,RU,55.6428,95.4522,-25.2,100,13,2.15,few clouds
568,Havelock,US,34.8791,-76.9013,65.05,48,2,4.0,clear sky
569,Mandiana,GN,10.6333,-8.6833,96.37,8,0,8.99,clear sky
570,Igrim,RU,63.1906,64.4162,11.46,90,93,12.26,overcast clouds
571,Magdagachi,RU,53.45,125.8,-12.28,97,67,3.29,broken clouds
572,Qasigiannguit,GL,68.8193,-51.1922,-0.15,89,72,5.28,broken clouds
573,Wilmington,US,34.2257,-77.9447,66.0,45,3,1.86,clear sky
574,Shingu,JP,33.7333,135.9833,44.91,86,5,7.92,clear sky
575,Riyadh,SA,24.6877,46.7219,71.74,21,0,13.24,clear sky
576,Kortkeros,RU,61.8106,51.5806,24.8,93,100,10.83,light snow
577,Bozeman,US,45.6796,-111.0386,43.93,66,77,4.0,broken clouds
578,Arauca,CO,7.0847,-70.7591,86.0,51,78,6.91,broken clouds
579,Makow Mazowiecki,PL,52.8649,21.1005,48.02,80,100,11.81,light rain
580,Shimanovsk,RU,52.0,127.7,-9.89,100,36,4.27,scattered clouds
581,Andenes,NO,69.3143,16.1194,35.58,69,75,29.93,broken clouds
582,Xining,CN,36.6167,101.7667,18.05,93,100,1.66,overcast clouds
583,Lerwick,GB,60.1545,-1.1494,35.6,57,99,22.32,overcast clouds
584,Klaksvik,FO,62.2266,-6.589,31.12,53,98,17.34,overcast clouds
585,Wasilla,US,61.5814,-149.4394,17.02,62,75,5.75,broken clouds
586,Maun,BW,-19.9833,23.4167,81.1,44,61,4.41,broken clouds
587,Jizan,SA,17.3333,42.6667,80.02,69,2,5.37,clear sky
588,Chino Valley,US,34.7575,-112.4538,58.37,36,22,4.0,few clouds
589,Totskoye,RU,52.5248,52.7623,24.71,94,100,14.54,light snow
590,Tashara,RU,55.5195,83.5094,-11.65,100,12,5.35,few clouds
591,Tavda,RU,58.0425,65.2726,2.68,89,82,9.22,broken clouds
592,Baykit,RU,61.67,96.37,-16.69,98,14,3.04,few clouds
593,Lamu,KE,-2.2717,40.902,80.82,84,18,15.12,few clouds
594,Richards Bay,ZA,-28.783,32.0377,75.06,87,1,8.86,light rain
595,Zonguldak,TR,41.25,31.8333,30.33,92,63,1.3,broken clouds
596,Grand Gaube,MU,-20.0064,57.6608,79.2,75,27,7.45,scattered clouds
597,Oranjestad,AW,12.524,-70.027,79.05,76,9,18.9,clear sky
598,Ushtobe,KZ,45.2514,77.9838,16.34,96,99,4.34,overcast clouds
599,Inongo,CD,-1.95,18.2667,82.35,57,90,3.62,overcast clouds
600,Sirpur,IN,19.4833,79.6,72.46,53,39,6.53,scattered clouds
601,Hatta,IN,24.1167,79.6,58.84,50,0,7.02,clear sky
602,Orbetello,IT,42.4408,11.2196,55.24,67,0,2.95,clear sky
603,Darlowo,PL,54.421,16.4107,42.94,91,100,14.03,overcast clouds
604,Rovnoye,RU,50.7765,46.0509,29.37,89,91,4.63,overcast clouds
605,Ca Mau,VN,9.1769,105.15,78.31,81,98,8.68,overcast clouds
606,Winnemucca,US,40.973,-117.7357,45.88,57,4,2.13,clear sky
607,Hualmay,PE,-11.0964,-77.6139,74.44,70,100,8.5,overcast clouds
608,Manicore,BR,-5.8092,-61.3003,82.38,85,87,0.81,overcast clouds
609,Laguna,US,38.421,-121.4238,66.49,80,0,9.22,clear sky
610,Houma,US,29.5958,-90.7195,64.99,47,70,1.01,broken clouds
611,Manbij,SY,36.5281,37.9549,45.37,73,91,4.32,overcast clouds
612,Yashkino,RU,55.8736,85.4265,-2.88,90,6,9.57,clear sky
613,Kundiawa,PG,-6.0167,144.9667,63.45,98,100,1.32,overcast clouds
614,Vila Franca Do Campo,PT,37.7167,-25.4333,65.19,68,77,7.96,broken clouds
615,Hobyo,SO,5.3505,48.5268,76.64,67,92,20.49,overcast clouds
616,San Miguel,SV,13.4833,-88.1833,92.48,31,6,2.28,clear sky
617,Tarko-Sale,RU,64.9225,77.785,-5.8,83,4,12.66,clear sky
618,Itatinga,BR,-23.1017,-48.6158,79.9,47,63,5.73,broken clouds
619,Mount Gambier,AU,-37.8333,140.7667,52.5,88,20,4.85,few clouds
620,Yar-Sale,RU,66.8333,70.8333,9.0,90,74,20.13,broken clouds
621,Lixourion,GR,38.2019,20.4314,50.0,87,0,0.0,clear sky
622,Henties Bay,NA,-22.116,14.2845,73.85,79,16,5.03,few clouds
623,Riwaka,NZ,-41.0833,173.0,70.02,99,100,0.69,overcast clouds
624,Myitkyina,MM,25.3833,97.4,58.24,69,28,3.71,scattered clouds
625,La Ermita,MX,20.4139,-101.9936,66.94,32,16,4.03,few clouds
626,Ayan,RU,56.45,138.1667,12.29,94,100,9.13,light snow
627,Alvand,IR,36.3187,49.1678,34.2,89,100,4.59,snow
628,Pescantina,IT,45.4837,10.8685,53.46,62,75,3.44,broken clouds
629,Maldonado,UY,-34.6667,-54.9167,81.23,36,0,9.28,clear sky
630,Vlore,AL,40.4667,19.4897,52.61,74,0,4.14,clear sky
631,Drochtersen,DE,53.7102,9.3846,42.51,86,100,10.65,overcast clouds
632,Uige,AO,-7.6087,15.0613,74.95,71,21,3.53,few clouds
633,Kavaratti,IN,10.5669,72.642,79.72,72,63,11.9,broken clouds
634,Palu,ID,-0.8917,119.8707,75.7,97,100,1.52,overcast clouds
635,Muisne,EC,0.6,-80.0333,76.1,90,95,10.33,light rain
636,Bulgan,MN,48.8125,103.5347,-7.19,100,98,0.47,overcast clouds
637,Beringovskiy,RU,63.05,179.3167,-26.66,92,25,3.83,scattered clouds
638,Belaya Gora,RU,68.5333,146.4167,-41.49,99,31,4.16,scattered clouds
639,Pekan,MY,3.4836,103.3996,71.94,95,100,5.32,moderate rain
640,Constitucion,CL,-35.3333,-72.4167,67.71,63,76,7.07,broken clouds
641,Padang,ID,-0.9492,100.3543,77.58,78,99,3.33,moderate rain
642,Camacha,PT,33.0833,-16.3333,63.82,88,20,8.05,few clouds
643,Sambava,MG,-14.2667,50.1667,78.37,84,69,3.8,light rain
644,Snezhnogorsk,RU,69.1933,33.2531,26.38,93,97,11.88,overcast clouds
645,Shar,KZ,49.5886,81.0453,-13.85,100,86,2.8,overcast clouds
646,Launceston,AU,-41.45,147.1667,56.84,62,100,9.22,overcast clouds
647,Jiaohe,CN,43.7286,127.3447,4.82,99,88,1.16,overcast clouds
648,Saurimo,AO,-9.6608,20.3916,66.2,89,60,1.57,light rain
649,Serebryanyy Bor,RU,56.8,124.8,-35.68,100,100,1.68,overcast clouds
650,Sabha,LY,27.0377,14.4283,55.0,37,1,8.59,clear sky
651,Kaeo,NZ,-35.1,173.7833,74.32,98,93,7.49,overcast clouds
652,Agirish,RU,61.9247,63.0231,10.81,93,100,12.17,overcast clouds
653,Gari,RU,59.4307,62.3497,10.35,92,77,10.76,broken clouds
654,Kapit,MY,2.0167,112.9333,73.9,99,99,1.21,overcast clouds
655,Sterling,US,39.0062,-77.4286,58.06,43,40,18.01,scattered clouds
656,Huron,US,41.1501,-82.5499,36.81,79,99,14.41,overcast clouds
657,Pacific Grove,US,36.6177,-121.9166,66.63,48,0,5.01,clear sky
658,Portland,US,45.5234,-122.6762,47.95,94,100,1.99,mist
659,Mogadishu,SO,2.0371,45.3438,77.63,78,1,22.86,clear sky
660,Doha,QA,25.2867,51.5333,64.38,72,0,6.91,clear sky
661,Pero Pinheiro,PT,38.8578,-9.3235,62.33,68,20,3.44,few clouds
662,Gisborne,NZ,-38.6533,178.0042,71.94,94,83,6.69,broken clouds
663,Mecca,SA,21.4267,39.8261,72.27,55,43,11.7,scattered clouds
664,Plettenberg Bay,ZA,-34.0527,23.3716,66.6,79,87,3.0,overcast clouds
665,Acajutla,SV,13.5928,-89.8275,89.8,44,0,5.06,clear sky
666,Nara,JP,34.6851,135.8049,38.91,62,10,3.04,clear sky
667,Sibu,MY,2.3,111.8167,74.41,98,100,1.92,heavy intensity rain
668,Ghazipur,IN,25.5833,83.5667,57.42,72,0,8.08,clear sky
669,Serowe,BW,-22.3833,26.7167,76.05,47,66,6.26,broken clouds
670,Gamba,GA,-2.65,10.0,80.02,80,25,9.22,light rain
671,Nuuk,GL,64.1835,-51.7216,27.21,86,75,13.0,broken clouds
672,Korla,CN,41.7597,86.1469,27.97,48,79,2.08,broken clouds
673,Puruandiro,MX,20.0833,-101.5,66.4,29,23,3.98,few clouds
674,Port Lincoln,AU,-34.7333,135.8667,61.77,72,14,13.33,few clouds
675,Itoman,JP,26.1247,127.6694,60.82,66,75,4.61,broken clouds
676,Gondanglegi,ID,-7.7479,112.0132,73.49,97,100,1.66,light rain
677,Coahuayana,MX,18.7333,-103.6833,86.59,22,15,3.02,few clouds
678,Biltine,TD,14.5333,20.9167,77.4,7,0,10.2,clear sky
679,Batangafo,CF,7.3008,18.2833,87.06,11,67,4.5,broken clouds
680,Onega,RU,63.9061,38.1404,26.83,94,100,9.62,overcast clouds
681,Kailua,US,21.4022,-157.7394,73.38,77,0,0.0,clear sky
682,Zhicheng,CN,30.2956,111.5047,40.87,86,90,2.93,overcast clouds
683,Semnan,IR,35.5729,53.3971,48.22,32,7,2.73,clear sky
684,Lake Cowichan,CA,48.825,-124.0546,43.95,93,81,1.05,broken clouds
685,Kabansk,RU,52.0486,106.6528,-17.55,96,99,4.97,overcast clouds
686,Eirunepe,BR,-6.6603,-69.8736,84.29,65,96,0.94,overcast clouds
687,Malakal,SS,9.5334,31.6605,86.34,20,10,5.73,clear sky
